noOfCharacters,noOfWords,noOfUniqueWords,sentCount,noOfCommas,noOfSemicolons,noOfQuestions,noOfExclamation,noOfSpellErrors,meanWorldLength,avgWordLength,avgSentenceLength,stdDeviationSentence,noOfNounCount,noOfVerbCount,noOfAdjCount,noOfAdvCount,keywordRelevance,score
737,106,68,11,2,2,0,0,5,0,0.018404907975460124,14.818181818181818,3.9501019968000786,25,18,8,5,4,11.0
1207,169,131,9,10,10,7,0,15,0,0.004016064257028112,27.666666666666668,13.466006584482772,57,21,14,16,2,21.0
447,69,56,7,0,0,0,0,10,0,0.04081632653061224,14.0,5.398412465054624,20,9,4,3,0,14.0
666,87,65,5,0,0,0,1,8,0,0.022900763358778626,26.2,3.6,33,15,4,3,5,14.0
784,118,83,16,0,0,0,4,9,0,0.012048192771084338,10.375,5.02338282435253,38,13,6,2,4,23.0
824,111,83,12,2,2,1,0,2,0,0.028901734104046242,14.416666666666666,5.0901593513584835,22,18,11,10,5,14.0
523,68,55,5,0,0,0,0,3,0,0.009708737864077669,20.6,8.957678270623477,21,11,8,4,4,20.0
1230,177,110,13,4,4,0,0,7,0,0.011320754716981131,20.384615384615383,8.371549452561716,40,25,20,11,2,16.0
305,47,33,2,1,1,0,0,0,0,0.028169014084507043,35.5,29.5,7,11,2,4,3,13.0
923,125,90,13,0,0,0,0,2,0,0.043478260869565216,14.153846153846153,6.948670640391516,34,23,11,8,6,20.0
1433,197,134,12,6,6,0,5,7,0,0.003401360544217687,24.5,20.32445161211818,58,31,13,13,5,22.0
1310,173,130,23,13,13,2,0,11,0,0.011764705882352941,11.08695652173913,9.329304198288135,60,17,17,11,5,21.0
612,75,53,7,2,2,0,0,2,0,0.008333333333333333,17.142857142857142,9.109313466817062,17,22,7,7,5,13.0
697,99,71,10,0,0,0,0,2,0,0.026845637583892617,14.9,6.59469483751902,25,12,9,5,4,16.0
491,75,57,6,9,9,0,0,14,0,0.038834951456310676,17.166666666666668,7.797791710193057,19,9,5,8,5,17.0
861,110,88,10,1,1,3,0,5,0,0.030120481927710843,16.6,9.101648202386203,29,28,13,7,6,19.0
425,62,46,6,0,0,6,0,4,0,0.056179775280898875,14.833333333333334,12.42868545833477,18,6,10,2,1,16.0
1603,223,163,24,6,6,0,0,11,0,0.006211180124223602,13.416666666666666,8.235677803853724,61,41,28,11,5,23.0
930,137,90,10,5,5,4,0,8,0,0.01990049751243781,20.1,15.358710883404246,36,10,12,16,5,20.0
583,84,70,11,2,2,0,0,2,0,0.017094017094017096,10.636363636363637,4.0737011822560145,18,12,8,7,4,22.0
270,32,26,5,0,0,0,0,1,0,0.07547169811320754,10.6,1.7435595774162693,7,8,4,2,0,6.0
560,81,51,4,1,1,0,0,7,0,0.016129032258064516,31.0,34.08812109811862,27,11,4,2,2,13.0
1664,244,164,27,9,9,21,3,15,0,0.014705882352941176,12.592592592592593,9.761068775950408,62,38,22,15,4,22.0
294,47,39,10,0,0,0,0,3,0,0.045454545454545456,6.6,4.004996878900157,15,5,4,2,2,10.0
726,102,79,17,3,3,30,3,15,0,0.02097902097902098,8.411764705882353,10.058995526565274,34,20,9,5,4,20.0
281,41,32,7,0,0,0,0,0,0,0.04918032786885246,8.714285714285714,1.9059520091609046,12,6,3,0,2,14.0
842,127,84,10,5,5,0,2,12,0,0.027777777777777776,18.0,13.326664999166145,31,14,14,6,5,20.0
398,58,42,6,1,1,0,0,3,0,0.012345679012345678,13.5,7.58836829188814,17,8,2,1,4,18.0
989,146,94,11,8,8,0,0,8,0,0.018018018018018018,20.181818181818183,12.305343863675887,38,15,8,8,4,19.0
298,42,16,4,0,0,0,0,0,0,0.015384615384615385,16.25,9.256754290786809,14,6,2,0,0,8.0
860,124,104,21,1,1,15,3,11,0,0.03910614525139665,8.523809523809524,5.949141975901492,39,26,10,10,1,17.0
324,41,37,3,4,4,3,0,4,0,0.13333333333333333,20.0,17.378147196982766,16,4,8,3,4,6.0
1038,141,79,8,0,0,0,0,2,0,0.004347826086956522,28.75,22.145823534021037,35,15,7,13,9,16.0
515,74,50,5,0,0,6,0,1,0,0.017699115044247787,22.6,12.924395537122809,17,13,8,3,7,13.0
716,94,68,8,6,6,0,0,3,0,0.006578947368421052,19.0,5.522680508593631,21,22,14,4,4,12.0
268,42,37,5,1,1,0,2,3,0,0.031746031746031744,12.6,2.5768197453450252,15,7,1,3,3,12.0
1799,235,185,42,8,8,3,2,19,0,0.023529411764705882,8.095238095238095,6.671936692522266,71,34,39,15,7,22.0
697,96,73,6,1,1,0,0,5,0,0.013986013986013986,23.833333333333332,12.061186600920417,34,9,9,8,4,16.0
874,128,88,17,10,10,0,0,7,0,0.005555555555555556,10.588235294117647,6.42658836882243,34,17,17,7,11,19.0
845,118,90,26,2,2,53,0,17,0,0.011834319526627219,6.5,8.049127998638209,40,18,14,7,1,13.0
480,71,54,8,5,5,0,0,7,0,0.0297029702970297,12.625,8.425222548989433,21,10,11,2,2,19.0
1045,138,101,20,2,2,3,3,9,0,0.020202020202020204,9.9,5.804308744372581,46,21,10,11,5,24.0
313,51,41,9,1,1,16,0,6,0,0.015625,7.111111111111111,5.9711239300197345,14,8,5,4,5,18.0
770,113,69,14,2,2,21,0,7,0,0.005952380952380952,12.0,11.345231849296237,34,8,9,7,6,15.0
577,77,58,9,3,3,0,0,2,0,0.018518518518518517,12.0,4.242640687119285,25,13,6,1,1,12.0
72,12,10,1,0,0,0,0,0,0,0.058823529411764705,17.0,0.0,4,1,0,1,0,4.0
974,138,94,21,4,4,33,0,18,0,0.005376344086021506,8.857142857142858,5.035925358629442,38,21,14,16,7,22.0
310,38,33,5,0,0,0,0,0,0,0.03508771929824561,11.4,3.8262252939417984,12,9,3,3,3,10.0
371,48,40,6,6,6,0,0,4,0,0.06944444444444445,12.0,2.160246899469287,11,5,5,5,2,13.0
540,76,59,2,0,0,0,0,10,0,0.025423728813559324,59.0,39.0,26,14,5,5,1,9.0
907,107,81,12,1,1,0,0,4,0,0.042682926829268296,13.666666666666666,10.060925515191048,34,22,16,6,2,16.0
402,58,39,3,0,0,0,0,2,0,0.011627906976744186,28.666666666666668,13.224556283251582,12,10,6,4,9,12.0
1038,148,108,18,9,9,0,2,6,0,0.037383177570093455,11.88888888888889,5.1086950811433995,34,25,14,11,5,21.0
722,112,66,15,0,0,3,0,3,0,0.007142857142857143,9.333333333333334,4.8808013913928345,26,15,10,5,3,16.0
733,102,66,13,3,3,0,3,7,0,0.006944444444444444,11.076923076923077,5.5533986608553985,24,19,6,2,3,16.0
1824,259,174,26,19,19,0,0,22,0,0.0026954177897574125,14.26923076923077,8.093481195988687,63,38,27,20,11,21.0
533,76,56,4,3,3,0,0,3,0,0.02586206896551724,29.0,5.612486080160912,22,10,6,3,2,16.0
187,27,21,1,0,0,0,0,1,0,0.07317073170731707,41.0,0.0,11,2,1,1,2,7.0
685,113,64,6,1,1,0,0,6,0,0.024390243902439025,27.333333333333332,18.669642619920598,32,19,8,4,4,15.0
622,83,54,4,1,1,0,0,2,0,0.008264462809917356,30.25,12.397076268217438,19,26,5,13,9,11.0
907,118,96,18,6,6,0,0,16,0,0.011494252873563218,9.666666666666666,4.8074017006186525,36,17,13,4,2,21.0
309,42,37,5,0,0,3,0,0,0,0.047619047619047616,12.6,3.4985711369071804,13,7,3,3,3,13.0
1076,136,104,10,7,7,0,0,6,0,0.024154589371980676,20.7,10.05037312740179,29,36,8,13,4,15.0
794,101,71,5,9,9,6,0,16,0,0.03125,32.0,15.388307249337076,35,12,12,8,0,23.0
107,16,14,1,2,2,0,0,2,0,0.043478260869565216,23.0,0.0,4,2,3,1,0,19.0
1237,178,132,21,6,6,4,6,13,0,0.0076045627376425855,12.523809523809524,9.926487162752505,56,27,24,8,4,20.0
927,128,90,10,3,3,0,1,11,0,0.02,20.0,13.423859355639868,37,19,10,12,1,20.0
856,117,102,23,2,2,6,3,12,0,0.02564102564102564,6.782608695652174,4.491117046475384,37,13,16,9,0,18.0
698,98,75,11,0,0,0,0,1,0,0.02127659574468085,12.818181818181818,6.264157518891715,24,15,6,6,2,17.0
704,96,78,11,8,8,0,0,9,0,0.014184397163120567,12.818181818181818,8.809273851182285,35,12,6,9,5,16.0
1093,153,120,30,4,4,10,3,11,0,0.023148148148148147,7.2,4.989321931218043,43,21,15,11,1,24.0
583,81,54,14,0,0,29,2,9,0,0.03389830508474576,8.428571428571429,8.406751417031142,33,7,4,4,2,14.0
483,69,55,3,0,0,0,0,4,0,0.009259259259259259,36.0,11.775681155103795,15,10,5,11,1,12.0
1222,168,140,13,5,5,0,3,15,0,0.011811023622047244,19.53846153846154,11.378896692598468,48,28,19,13,5,24.0
1083,145,106,17,4,4,0,0,5,0,0.0380952380952381,12.352941176470589,6.0385153655571004,40,24,20,15,2,19.0
1034,157,114,21,2,2,0,0,15,0,0.01762114537444934,10.80952380952381,3.7112319558854687,48,33,11,7,1,17.0
672,91,64,2,4,4,1,0,10,0,0.02,75.0,31.0,25,16,12,3,6,18.0
300,29,27,3,0,0,83,0,1,0,0.022222222222222223,15.0,14.352700094407323,9,9,2,0,2,19.0
377,58,43,5,0,0,0,0,4,0,0.012195121951219513,16.4,9.971960689854328,16,5,6,3,6,12.0
451,71,54,7,4,4,0,0,10,0,0.03,14.285714285714286,6.272713828600042,19,17,7,6,2,13.0
336,45,35,6,0,0,3,0,2,0,0.014492753623188406,11.5,6.626965117357014,13,12,2,2,0,8.0
318,43,34,2,2,2,0,0,6,0,0.13559322033898305,29.5,8.5,12,10,5,5,7,7.0
104,17,17,2,0,0,0,0,2,0,0.23809523809523808,10.5,2.5,4,3,1,1,3,6.0
697,102,78,10,6,6,0,0,10,0,0.013333333333333334,15.0,7.681145747868608,28,14,7,5,1,14.0
390,64,43,3,0,0,0,0,3,0,0.03333333333333333,30.0,9.092121131323903,9,11,3,3,5,13.0
937,128,96,18,6,6,0,2,8,0,0.02717391304347826,10.222222222222221,5.622924857279998,40,22,18,9,2,16.0
127,17,15,2,0,0,3,0,0,0,0.03571428571428571,14.0,14.0,5,5,0,0,2,9.0
810,120,87,18,1,1,7,0,13,0,0.048484848484848485,9.166666666666666,8.281505499203229,44,27,16,13,1,16.0
1353,189,136,27,16,16,0,1,17,0,0.007272727272727273,10.185185185185185,4.643091539026613,52,31,17,21,5,21.0
631,91,66,4,0,0,0,0,6,0,0.007246376811594203,34.5,27.463612289718917,26,9,12,4,7,9.0
1258,176,113,15,2,2,9,0,8,0,0.0078125,17.066666666666666,8.160609998986322,52,32,11,8,3,24.0
2212,296,206,25,32,32,4,0,32,0,0.011441647597254004,17.48,11.15390514573259,95,63,33,13,12,24.0
561,81,63,6,4,4,0,0,3,0,0.03305785123966942,20.166666666666668,9.227073690444273,20,12,5,9,3,16.0
702,101,73,11,2,2,0,1,6,0,0.013888888888888888,13.090909090909092,5.212825886120527,21,16,11,9,9,16.0
1036,152,103,17,10,10,0,0,13,0,0.03773584905660377,12.470588235294118,5.5848286830201985,43,27,12,7,5,17.0
1084,153,101,14,4,4,0,10,14,0,0.03982300884955752,16.142857142857142,8.17537367304257,45,33,12,14,4,20.0
899,123,91,9,7,7,0,0,7,0,0.017142857142857144,19.444444444444443,7.987644780271746,37,15,11,11,1,17.0
370,55,36,4,0,0,0,0,2,0,0.037037037037037035,20.25,7.327175444876422,16,6,3,2,3,12.0
304,47,38,3,2,2,0,0,5,0,0.03225806451612903,20.666666666666668,4.496912521077347,15,10,6,3,4,11.0
243,36,28,1,0,0,0,0,0,0,0.01818181818181818,55.0,0.0,10,4,2,2,1,14.0
752,108,68,9,3,3,0,0,8,0,0.006493506493506494,17.11111111111111,10.640012995443655,25,18,10,4,2,11.0
1282,170,122,16,7,7,0,0,6,0,0.007575757575757576,16.5,9.096702699330127,51,19,12,8,3,22.0
869,126,83,10,4,4,3,5,20,0,0.020833333333333332,19.2,20.551398979144945,36,16,11,7,1,18.0
679,94,69,14,0,0,21,1,13,0,0.022900763358778626,9.357142857142858,9.476340032320666,29,17,6,4,1,18.0
521,76,59,9,2,2,0,0,2,0,0.00847457627118644,13.11111111111111,3.634539385288028,15,16,4,3,0,19.0
816,106,80,16,2,2,0,0,3,0,0.03870967741935484,9.6875,4.311594107751795,38,22,9,11,0,24.0
493,72,57,11,0,0,0,0,2,0,0.07766990291262135,9.363636363636363,2.8371793698776786,19,10,9,5,7,14.0
1388,179,128,32,8,8,1,3,15,0,0.019762845849802372,7.90625,5.064332230166184,61,34,13,7,10,23.0
589,96,71,7,6,6,0,1,21,0,0.008130081300813009,17.571428571428573,7.0276422149993385,29,11,8,4,1,19.0
641,98,63,7,4,4,0,0,4,0,0.007194244604316547,19.857142857142858,3.8332593899996397,30,15,5,7,6,18.0
271,36,34,5,1,1,0,1,2,0,0.07692307692307693,10.4,5.885575587824865,9,2,4,4,0,13.0
1498,214,153,16,5,5,0,0,7,0,0.006389776357827476,19.5625,6.900803848103495,52,24,25,15,2,22.0
809,114,75,12,4,4,0,0,5,0,0.005780346820809248,14.416666666666666,6.330591511769567,20,18,13,14,9,19.0
1291,189,133,22,5,5,1,0,14,0,0.03383458646616541,12.090909090909092,6.68042657122685,52,34,19,9,4,19.0
543,74,62,7,3,3,0,1,3,0,0.009009009009009009,15.857142857142858,6.081084758226504,19,11,6,4,0,17.0
368,54,39,7,0,0,0,0,0,0,0.07692307692307693,11.142857142857142,3.907084094622098,14,12,3,3,5,12.0
380,58,45,8,4,4,0,0,6,0,0.04938271604938271,10.125,3.4437443284889775,14,9,5,5,1,13.0
423,60,52,4,0,0,0,0,3,0,0.011111111111111112,22.5,14.773286702694158,17,11,6,3,1,13.0
1629,219,183,28,21,21,1,8,29,0,0.01948051948051948,11.0,10.103040560713817,72,38,29,10,2,24.0
1745,253,146,19,4,4,0,0,5,0,0.002631578947368421,20.0,15.478338004075923,53,40,29,12,2,24.0
492,77,54,9,0,0,0,0,6,0,0.009345794392523364,11.88888888888889,7.519521918083836,18,9,6,5,2,14.0
843,124,84,8,2,2,0,0,3,0,0.016666666666666666,22.5,9.013878188659973,36,10,6,12,4,18.0
626,87,62,4,2,2,0,0,3,0,0.007407407407407408,33.75,16.97608612136496,18,21,4,9,3,16.0
556,81,58,5,5,5,0,0,5,0,0.00819672131147541,24.4,15.551205741035002,22,11,4,6,2,16.0
152,21,17,1,1,1,0,0,4,0,0.12903225806451613,31.0,0.0,9,0,3,4,3,13.0
600,76,56,4,5,5,0,0,3,0,0.025,30.0,25.66125484071268,23,9,3,6,1,14.0
1154,157,104,7,0,0,0,0,3,0,0.01652892561983471,34.57142857142857,21.796835568869316,38,32,15,12,3,14.0
904,132,94,13,7,7,0,2,10,0,0.020618556701030927,14.923076923076923,10.087780410450428,34,17,16,10,4,16.0
739,106,75,10,1,1,0,2,5,0,0.006172839506172839,16.2,6.523802572120037,23,20,7,8,7,13.0
395,57,52,4,6,6,0,0,7,0,0.03614457831325301,20.75,8.257572282456872,24,5,3,5,2,15.0
564,82,58,6,0,0,0,0,4,0,0.03278688524590164,20.333333333333332,2.748737083745107,18,16,9,8,3,16.0
430,60,48,9,2,2,0,0,4,0,0.02247191011235955,9.88888888888889,6.522515609528521,19,5,7,7,1,9.0
503,72,61,9,6,6,0,3,11,0,0.06796116504854369,11.444444444444445,7.499794235860535,19,10,12,5,1,15.0
443,62,47,6,0,0,2,0,1,0,0.02040816326530612,16.333333333333332,11.264496832477201,18,12,4,6,1,16.0
1346,200,121,15,3,3,0,0,7,0,0.0033444816053511705,19.933333333333334,12.34755936297624,53,38,5,9,4,18.0
591,84,57,12,3,3,0,0,3,0,0.015873015873015872,10.5,4.716990566028302,18,11,9,2,2,18.0
510,73,44,2,2,2,0,0,6,0,0.03389830508474576,59.0,20.0,19,7,5,8,0,8.0
214,33,28,6,0,0,0,0,3,0,0.041666666666666664,8.0,2.8284271247461903,13,4,3,0,0,8.0
684,101,70,13,2,2,0,0,2,0,0.02040816326530612,11.307692307692308,4.729361891981353,21,13,7,7,1,19.0
768,103,75,10,1,1,8,1,4,0,0.0125,16.0,11.251666543228163,30,20,10,7,1,14.0
754,108,76,14,2,2,0,2,5,0,0.013245033112582781,10.785714285714286,5.93029234919652,26,13,9,20,6,18.0
1620,237,143,31,7,7,1,0,14,0,0.008797653958944282,11.0,5.7865249474742555,63,30,17,19,3,19.0
1453,204,131,23,3,3,1,1,5,0,0.020618556701030927,12.652173913043478,5.537294078237554,45,26,20,18,7,24.0
303,48,40,6,0,0,0,0,5,0,0.04285714285714286,11.666666666666666,4.109609335312651,15,6,6,2,2,12.0
1151,152,117,9,4,4,0,0,5,0,0.004545454545454545,24.444444444444443,12.988123729957739,50,29,12,15,0,16.0
837,110,85,12,4,4,0,0,5,0,0.006097560975609756,13.666666666666666,6.182412330330469,30,16,12,9,2,19.0
1282,181,141,30,8,8,4,1,12,0,0.003861003861003861,8.633333333333333,6.954534891389615,60,34,17,13,4,22.0
739,108,66,9,6,6,0,3,8,0,0.005988023952095809,18.555555555555557,8.512880581945756,42,16,6,6,2,15.0
3101,444,252,36,0,0,2,0,34,0,0.001483679525222552,18.72222222222222,10.27837836083081,121,49,43,15,3,34.0
3913,537,297,28,31,31,1,0,33,0,0.010269576379974325,27.821428571428573,14.367755494828817,135,86,60,38,4,46.0
4394,588,331,39,37,37,0,0,46,0,0.004645760743321719,22.076923076923077,10.011236290838706,167,99,63,34,16,40.0
3282,443,241,30,7,7,8,1,14,0,0.011477761836441894,23.233333333333334,19.730996483255026,110,94,35,36,1,30.0
2742,392,187,24,3,3,5,0,29,0,0.006482982171799027,25.708333333333332,10.73343361754393,117,61,30,41,1,26.0
3052,427,255,59,31,31,7,11,59,0,0.0016806722689075631,10.084745762711865,7.062164971728272,142,101,42,21,11,40.0
3979,536,362,74,36,36,4,3,47,0,0.002554278416347382,10.58108108108108,5.957068834715105,159,68,62,34,4,40.0
1443,192,119,17,5,5,0,0,5,0,0.027210884353741496,17.294117647058822,9.092755396030485,59,38,21,16,8,34.0
3924,490,328,48,36,36,2,0,27,0,0.001326259946949602,15.708333333333334,6.477391235846588,155,90,64,33,17,41.0
2689,346,246,38,26,26,5,4,21,0,0.015841584158415842,13.289473684210526,7.779554495216569,103,63,34,35,13,40.0
2174,294,218,17,24,24,0,0,35,0,0.016166281755196306,25.470588235294116,11.832744433581325,103,38,28,12,2,31.0
3952,519,364,35,32,32,0,7,31,0,0.01045751633986928,21.857142857142858,10.993875846235893,159,81,61,45,11,44.0
3789,522,247,16,7,7,0,0,18,0,0.0049079754601227,50.9375,30.688900171723326,134,107,61,53,8,31.0
2901,375,207,31,17,17,3,0,26,0,0.01079136690647482,17.93548387096774,8.358636576082858,111,75,38,34,12,36.0
3939,495,346,51,44,44,6,4,58,0,0.010958904109589041,14.313725490196079,9.417318622744554,141,86,58,35,7,43.0
725,84,66,4,0,0,0,0,5,0,0.021897810218978103,34.25,17.311484627264065,27,12,11,9,3,20.0
3627,472,315,40,29,29,6,0,34,0,0.011461318051575931,17.45,11.499891303834136,134,75,57,37,10,45.0
2644,356,238,38,9,9,2,6,15,0,0.015122873345935728,13.921052631578947,8.60960778783725,88,72,32,34,6,40.0
3530,490,296,50,23,23,0,0,18,0,0.01084010840108401,14.76,7.273403604915654,155,88,43,29,17,30.0
1458,192,144,30,11,11,1,0,4,0,0.029304029304029304,9.1,4.109744517606904,59,42,26,8,12,35.0
3054,396,274,26,29,29,1,0,20,0,0.00487012987012987,23.692307692307693,10.886721731502629,116,72,36,27,4,40.0
4169,538,335,58,14,14,0,22,39,0,0.0062266500622665,13.844827586206897,8.891688727038826,184,61,54,29,2,42.0
2357,285,199,7,13,13,0,0,35,0,0.023454157782515993,67.0,75.41693633206195,83,60,36,31,5,34.0
4080,560,297,32,17,17,7,1,54,0,0.0023501762632197414,26.59375,16.77211110556748,125,103,61,44,9,33.0
1837,235,175,21,8,8,0,0,3,0,0.014005602240896359,17.0,6.647591758710533,67,31,22,16,1,38.0
3328,449,262,37,8,8,1,1,24,0,0.010355029585798817,18.27027027027027,8.769260342467945,114,65,45,33,6,36.0
3040,421,270,37,21,21,0,0,14,0,0.0032414910858995136,16.675675675675677,6.049588121133064,108,58,40,22,1,45.0
4149,547,297,36,16,16,0,0,16,0,0.007151370679380214,23.305555555555557,11.12509536649373,159,117,49,28,11,31.0
1174,145,113,17,20,20,1,3,18,0,0.03636363636363636,12.941176470588236,7.719117506976119,46,24,18,11,6,30.0
3687,476,292,18,38,38,0,0,31,0,0.006738544474393531,41.22222222222222,17.30945648917427,130,88,57,35,7,34.0
3452,435,214,25,4,4,0,0,7,0,0.0014347202295552368,27.88,15.185045274874883,103,75,41,35,2,33.0
4128,553,279,60,17,17,2,0,20,0,0.0011947431302270011,13.95,8.587636461797855,119,100,51,37,7,40.0
3717,513,335,61,49,49,7,1,51,0,0.0027247956403269754,12.032786885245901,7.149383128530497,162,47,51,40,11,47.0
4053,533,323,47,53,53,1,0,39,0,0.007662835249042145,16.659574468085108,7.372394154113261,168,74,58,29,7,30.0
4346,572,365,61,23,23,1,1,21,0,0.01060070671378092,13.918032786885245,6.744263092040725,152,110,66,33,7,40.0
2317,300,198,21,27,27,3,1,30,0,0.017467248908296942,21.80952380952381,11.253016728305722,88,48,35,31,5,32.0
3935,547,314,47,5,5,2,0,11,0,0.005,17.02127659574468,12.952432387520192,144,78,45,36,5,40.0
1414,197,129,5,8,8,0,0,6,0,0.01,60.0,25.487251715318386,48,26,17,17,1,30.0
4209,525,348,42,41,41,4,0,42,0,0.0037831021437578815,18.88095238095238,13.361640868995776,158,77,54,33,2,40.0
4222,539,358,49,42,42,1,2,40,0,0.010075566750629723,16.20408163265306,8.71072431168341,159,60,67,44,5,45.0
3262,439,283,59,26,26,0,3,31,0,0.006299212598425197,10.76271186440678,5.431667918292226,125,68,31,30,6,45.0
4153,541,350,49,47,47,1,0,38,0,0.010025062656641603,16.285714285714285,9.030560359588062,159,84,46,44,5,45.0
4351,547,396,74,37,37,6,16,44,0,0.009888751545117428,10.932432432432432,8.574523989752436,173,92,67,45,9,50.0
2293,300,189,24,29,29,1,0,24,0,0.018140589569160998,18.375,10.16453187969487,74,47,24,29,7,39.0
1814,241,173,25,11,11,0,0,15,0,0.019886363636363636,14.08,7.604840563746226,61,30,25,11,10,33.0
2230,305,171,25,12,12,1,8,26,0,0.004282655246252677,18.68,12.802249802280848,92,39,24,16,0,33.0
2243,317,199,36,6,6,1,1,8,0,0.017467248908296942,12.722222222222221,7.205750447120191,81,50,15,24,1,34.0
2439,343,180,26,2,2,0,0,4,0,0.00749063670411985,20.53846153846154,9.077574943998277,76,50,26,28,0,40.0
1554,193,131,12,10,10,0,0,14,0,0.00964630225080386,25.916666666666668,10.275037172141467,50,27,12,18,3,33.0
3152,405,255,29,20,20,0,0,16,0,0.003076923076923077,22.413793103448278,11.562475696539037,111,74,44,28,6,33.0
2375,319,223,41,27,27,3,4,34,0,0.0022222222222222222,10.975609756097562,6.751649499911922,108,48,38,20,10,40.0
2930,387,269,28,14,14,0,4,18,0,0.005226480836236934,20.5,12.723712396264588,112,66,43,34,4,36.0
3199,439,268,30,19,19,0,0,14,0,0.012139605462822459,21.966666666666665,6.177827737607738,115,69,55,33,12,37.0
3616,484,320,34,23,23,0,1,18,0,0.004032258064516129,21.88235294117647,14.21632182487347,132,107,56,23,6,40.0
2905,389,269,39,32,32,0,0,24,0,0.005357142857142857,14.35897435897436,5.654529291829961,120,43,38,18,2,33.0
3095,413,212,39,8,8,1,0,5,0,0.006389776357827476,16.05128205128205,8.196148932925967,109,98,48,28,3,37.0
2446,323,241,30,28,28,0,2,22,0,0.016701461377870562,15.966666666666667,6.263563061247346,100,44,44,23,3,42.0
1884,241,151,28,7,7,1,1,6,0,0.0027100271002710027,13.178571428571429,7.368143647916112,68,51,41,22,9,40.0
2862,375,257,34,23,23,2,0,21,0,0.014414414414414415,16.323529411764707,7.564314782681104,111,57,54,22,10,40.0
1716,217,154,21,13,13,0,0,8,0,0.025078369905956112,15.19047619047619,7.397676904459023,64,41,18,16,6,38.0
1454,195,134,29,12,12,0,0,8,0,0.027972027972027972,9.862068965517242,3.962967696154108,67,23,18,7,3,31.0
4045,529,346,56,19,19,1,0,16,0,0.003861003861003861,13.875,5.358779511898475,154,70,50,39,3,42.0
3296,425,259,36,6,6,2,2,10,0,0.007692307692307693,18.055555555555557,9.597292570895087,109,84,55,34,8,40.0
2992,399,233,36,17,17,0,0,14,0,0.004991680532445923,16.694444444444443,5.409967367145597,92,70,40,29,5,35.0
3963,529,378,67,22,22,3,0,30,0,0.010526315789473684,11.343283582089553,6.063229617719681,176,86,53,31,12,35.0
1246,155,116,11,10,10,0,0,11,0,0.029535864978902954,21.545454545454547,13.138172256746136,42,22,10,17,8,33.0
2583,312,224,34,10,10,3,1,20,0,0.008097165991902834,14.529411764705882,8.718591677011249,93,52,42,13,7,33.0
3999,520,259,31,1,1,2,1,6,0,0.0023781212841854932,27.129032258064516,10.044231005051127,136,99,33,49,11,30.0
2020,262,199,19,14,14,2,0,11,0,0.020151133501259445,20.894736842105264,9.284365674798655,77,58,35,19,8,37.0
2111,273,145,21,8,8,1,4,10,0,0.018691588785046728,20.38095238095238,11.222749813601157,78,43,25,11,7,40.0
4266,568,325,42,24,24,2,0,22,0,0.004700352526439483,20.261904761904763,11.174076128444044,135,94,75,62,13,40.0
2887,384,246,34,18,18,1,1,25,0,0.008960573476702509,16.41176470588235,7.620088184833341,116,48,44,28,9,35.0
1998,281,175,26,15,15,0,1,10,0,0.004750593824228029,16.192307692307693,9.872335982505827,73,46,15,17,1,35.0
2941,396,253,43,39,39,1,2,41,0,0.013605442176870748,13.674418604651162,10.16313660206395,114,69,40,32,10,31.0
4001,559,324,52,16,16,0,0,20,0,0.0048721071863581,15.788461538461538,7.45586124226473,167,98,63,43,10,40.0
4048,526,347,62,46,46,4,0,47,0,0.009950248756218905,12.96774193548387,8.14380378339477,147,75,49,42,5,40.0
2420,309,208,24,17,17,0,0,21,0,0.004329004329004329,19.25,7.270087115479887,74,73,44,19,14,36.0
4219,562,365,73,26,26,0,3,25,0,0.009864364981504316,11.10958904109589,5.646096102704576,184,77,67,35,5,32.0
4041,485,218,32,15,15,5,0,17,0,0.010403120936280884,24.03125,12.54861639534415,139,115,55,38,36,31.0
